"236";"Набережные Челны";"Республика Татарстан, Россия";"52.39582,55.743553"
"237";"Новокузнецк";"Кемеровская область, Россия";"87.136044,53.757547"
"238";"Новочеркасск";"Ростовская область, Россия";"40.104163,47.411918"
"239";"Sochi";"Krasnodar Krai, Russia";"39.723062,43.585525"
"240";"Тольятти";"Самарская область, Россия";"49.419207,53.508816"
"959";"Sevastopol";"Republic of Crimea";"33.525432,44.616687"
"960";"Запорожье";"Украина";"35.139561,47.838796"
"961";"Khmelnytskyi";"Khmelnitsky District, Ukraine";"26.987161,49.423013"
"962";"Kherson";"Kherson District, Ukraine";"32.614522,46.639057"
"963";"Vinnytsia";"Vinnytsia Region, Ukraine";"28.468231,49.233118"
"964";"Poltava";"Poltava Region, Ukraine";"34.551416,49.588334"
"965";"Сумы";"Украина";"34.79812,50.907737"
"966";"Чернигов";"Украина";"31.29832,51.491512"
"967";"Obninsk";"Kaluga Oblast, Russia";"36.586531,55.112005"
"968";"Череповец";"Вологодская область, Россия";"37.906956,59.127447"
"969";"Vyborg";"Saint-Petersburg and Leningrad Oblast, Russia";"28.749404,60.710232"
"970";"Новороссийск";"Краснодарский край, Россия";"37.768678,44.723566"
"971";"Taganrog";"Rostov Oblast, Russia";"38.935194,47.20958"
"972";"Dzerzhinsk";"Nizhny Novgorod Oblast', Russia";"43.461625,56.238377"
"973";"Сургут";"Ханты-Мансийский автономный округ - Югра, Россия";"73.396204,61.254052"
"974";"Находка";"Приморский край, Россия";"132.892811,42.824037"
"975";"Бийск";"Алтайский край, Россия";"85.21382,52.539297"
"976";"Братск";"Иркутская область, Россия";"101.63408,56.151362"
"1058";"Tuapse";"Krasnodar Krai, Russia";"39.073364,44.095232"
"1091";"Нижневартовск";"Ханты-Мансийский автономный округ - Югра, Россия";"76.569601,60.939742"
"1092";"Назрань";"Республика Ингушетия, Россия";"44.764641,43.225727"
"1093";"Майкоп";"Республика Адыгея, Россия";"40.100516,44.609764"
"1094";"Elista";"Republic of Kalmykia, Russia";"44.270181,46.308309"
"1095";"Абакан";"Республика Хакасия, Россия";"91.442387,53.721152"
"1104";"Черкесск";"Карачаево-Черкесская Республика, Россия";"42.04677,44.226863"
"1106";"Грозный";"Чеченская Республика, Россия";"45.694909,43.317776"
"1107";"Анапа";"Краснодарский край, Россия";"37.316259,44.894997"
"1161";"Свульвэр";"Нурланд, Нарвегія";"14.555106,68.236299"
"2214";"Арэ";"Лен Эмтланд, Швецыя";"13.078644,63.399637"
"2215";"Арэскутан";"Лен Эмтланд, Швецыя";"13.078644,63.399637"
"3958";"Вексфорд";"Графство Вексфорд, Ірландія";"-6.458932,52.337365"
"3963";"Кіларнэй";"Графства Керы, Ірландыя";"-9.508982,52.058345"
"4048";"Вестманнаэйяр";"Сюдюрланд, Исландия";"-20.276809,63.437159"
"4063";"Акюрейри";"Нордюрланд-Эйстра, Исландия";"-18.120834,65.69499"
"4090";"Сэйдзісфіёрдур";"Эйсцюрланд, Ісландыя";"-14.007215,65.260177"
"4108";"Ісафіёрдур";"Вестфірдзір, Ісландыя";"-23.150699,66.069847"
"4127";"Акранес";"Вестурланд, Исландия";"-22.072181,64.321307"
"6014";"Хусар";"Дания";"-6.769677,62.020949"
"6120";"Одэнсэ";"Паўднёвая Данія, Данія";"10.390777,55.396176"
"6585";"Клярво";"Дзікірх, Люксембург";"6.02748,50.056645"
"6586";"Вианден";"Округ Дикирх, Люксембург";"6.202732,49.933437"
"6587";"Еш-сюр-Сюр";"Дікірх, Люксембург";"5.936292,49.911485"
"6597";"Ехтернах";"Гревенмахер, Люксембург";"6.421077,49.810109"
"6598";"Шенген";"Округ Гревенмахер, Люксембург";"6.363234,49.470216"
"7222";"Нант";"Атлантическая Луара, Франция";"-1.553052,47.218106"
"7727";"Енкам";"Андорра";"1.582652,42.536336"
"8529";"Ешторіл";"Округ Лісабон, Португалія";"-9.397698,38.703484"
"10114";"Ottawa";"Canada";"-75.691183,45.421776"
"10115";"Toronto";"Province of Ontario, Canada";"-79.385433,43.648688"
"10119";"Гонолулу";"Штат Гавайи, США";"-157.857873,21.304925"
"10122";"Miami";"State of Florida, United States";"-80.197726,25.774806"
"10127";"Salt Lake City";"State of Utah, United States";"-111.888214,40.760305"
"10129";"Philadelphia";"Commonwealth of Pennsylvania, United States";"-75.162444,39.952276"
"10130";"Houston";"State of Texas, United States";"-95.369678,29.760574"
"10131";"Chicago";"State of Illinois, United States";"-87.632444,41.884244"
"10132";"Кингстон";"Ямайка";"-76.788269,17.970924"
"10133";"Буэнос-Айрес";"Аргентина";"-58.373434,-34.608485"
"10134";"La Paz";"La Paz Department, Bolivia";"-68.133729,-16.499108"
"10135";"Santa Cruz de la Sierra";"Santa Cruz Department, Bolivia";"-63.180409,-17.783667"
"10136";"Бразилиа";"Федеральный округ, Бразилия";"-47.928642,-15.778424"
"10137";"Гавана";"Куба";"-82.36749,23.132108"
"10138";"Касабланка";"Марокко";"-7.618881,33.596604"
"10139";"Rabat";"Morocco";"-6.836125,34.017894"
"10140";"Pretoria";"South Africa";"28.187624,-25.745863"
"10141";"Виктория";"Сейшельские острова";"55.452266,-4.622749"
"10142";"Tripoli";"Libya";"13.181043,32.895335"
"10143";"Tunis";"Tunisia";"10.182691,36.800004"
"10144";"Канберра";"Австралийская столичная территория, Австралия";"149.126545,-35.306536"
"10145";"Сидней";"Новый Южный Уэльс, Австралия";"151.206953,-33.869594"
"10146";"Таунсвилл";"Квинсленд, Австралия";"146.821234,-19.257182"
"10147";"Wellington";"New Zealand";"174.776949,-41.28948"
"10148";"К?нбатыш утрау";;"96.832692,-12.171056"
"10149";"Нанди";"Фиджи";"177.441864,-17.767926"
"10150";"Сува";"Фиджи";"178.423247,-18.141259"
"10253";"Баку";"Азербайджан";"49.834732,40.369147"
"10254";"Гянджа";"Азербайджан";"46.355144,40.67393"
"10255";"Сумгаит";"Азербайджан";"49.669765,40.595907"
"10256";"Нахичевань";"Азербайджан";"45.407691,39.220852"
"10257";"Армавир";"Область Армавир, Армения";"44.038658,40.15543"
"10258";"Ванадзор";"Область Лори, Армения";"44.485274,40.811425"
"10259";"Гюмри";"Область Ширак, Армения";"43.846967,40.792612"
"10260";"Djermuk";"Vayots Dzor, Armenia";"45.67591,39.841624"
"10261";"Dilijan";"Tavush, Armenia";"44.87189,40.741983"
"10262";"Yerevan";"Armenia";"44.512591,40.177642"
"10263";"Сяван";"Вобласць Гехаркунік, Арменія";"44.957293,40.548765"
"10265";"Цахкадзор";"Область Котайк, Армения";"44.716868,40.532681"
"10274";"Гродно";"Гродненская область, Беларусь";"23.829807,53.678122"
"10275";"Polotsk";"Vitebsk District, Belarus";"28.775769,55.48477"
"10276";"Orsha";"Vitebsk District, Belarus";"30.421923,54.506852"
"10277";"Tbilisi";"Georgia";"44.799307,41.697048"
"10280";"Гагра";"Гагрский район, Абхазия";"40.265231,43.280548"
"10281";"Сухум";"Абхазия";"41.01916,43.003674"
"10282";"Pitsunda";"Gagra District, Abkhazia";"40.340447,43.159001"
"10283";"Поці";"Грузія";"41.675271,42.143287"
"10289";"Аральск";"Кызылординская область, Казахстан";"61.656175,46.80065"
"10291";"Атырау";"Казахстан";"51.90313,47.106719"
"10292";"Байконур";"Казахстан";"63.317654,45.622546"
"10293";"Балхаш";"Карагандинская область, Казахстан";"74.983356,46.839326"
"10295";"Костанай";"Костанайская область, Казахстан";"63.631031,53.214917"
"10298";"Petropavlovsk";"North-Kazakhstan District, Kazakhstan";"69.135602,54.865472"
"10300";"Rudny";"Kostanai District, Kazakhstan";"63.133383,52.964443"
"10301";"Ruzaevka";"Gabit Musirepov District, North-Kazakhstan District, Kazakhstan";"66.951573,52.821765"
"10303";"Taldikorgan";"Alma-Ata District, Kazakhstan";"78.383794,45.017958"
"10305";"Уральск";"Западно-Казахстанская область, Казахстан";"51.367069,51.212184"
"10306";"Усть-Каменогорск";"Восточно-Казахстанская область, Казахстан";"82.628459,49.948759"
"10308";"Жэзгазган";"Карагандзінская вобласць, Казахстан";"67.713605,47.800225"
"10309";"Бишкек";"Киргизия";"74.603674,42.875989"
"10310";"Osh";"Kyrgyzstan";"72.805525,40.517483"
"10311";"Балыкчи";"Иссык-Кульская область, Киргизия";"76.174576,42.460002"
"10312";"Djalal-Abad";"Jalal-Abad Province, Kyrgyzstan";"72.993345,40.938063"
"10313";"Кишинев";"Молдова";"28.832336,47.024672"
"10314";"Бельцы";"Молдова";"27.927293,47.760821"
"10315";"Бендеры";"Молдова";"29.481926,46.823063"
"10316";"Рибниця";"Лівобережжя Дністра, Молдова";"29.00775,47.765297"
"10317";"Ціраспаль";"Левабярэжжа Днястра, Малдова";"29.631037,46.837015"
"10318";"Dushanbe";"Tajikistan";"68.763412,38.558506"
"10319";"Курган-Тюбе";"Хатлонская область, Таджикистан";"68.779303,37.838337"
"10320";"Пенджикент";"Согдийская область, Таджикистан";"67.608205,39.496292"
"10321";"Нурек";"Хатлонская область, Таджикистан";"69.317376,38.389444"
"10322";"Khujand";"Sughd Province, Tajikistan";"69.623899,40.283659"
"10324";"Ашхабад";"Туркменистан";"58.378923,37.93519"
"10325";"Turkmenabad";"Lebap Province, Turkmenistan";"63.580609,39.054687"
"10326";"Turkmenbashi";"Balkan Province, Turkmenistan";"52.99055,40.011002"
"10327";"Dashoguz";"Dashoguz Province, Turkmenistan";"59.97805,41.837217"
"10328";"Алмалык";"Ташкентская область, Узбекистан";"69.607101,40.845884"
"10329";"Андижан";"Андижанская область, Узбекистан";"72.350573,40.783374"
"10330";"Бухара";"Бухарская область, Узбекистан";"64.421701,39.767945"
"10331";"Карши";"Кашкадарьинская область, Узбекистан";"65.790015,38.841654"
"10332";"Коканд";"Ферганская область, Узбекистан";"70.940434,40.539137"
"10334";"Samarkand";"Samarqand Province, Uzbekistan";"66.968847,39.654515"
"10335";"Tashkent";"Uzbekistan";"69.279665,41.311144"
"10336";"Phergana";"Fergana Province, Uzbekistan";"71.783009,40.38942"
"10337";"Нукус";"Республика Каракалпакстан, Узбекистан";"59.617987,42.460334"
"10338";"Termez";"Surxondaryo Province, Uzbekistan";"67.276377,37.230398"
"10339";"Khiva";"Xorazm Province, Uzbekistan";"60.361864,41.384443"
"10343";"Житомир";"Украина";"28.658692,50.254623"
"10345";"Ivano-Frankivsk";"Ivano-Frankovsk District, Ukraine";"24.711108,48.922629"
"10347";"Kryvyi Rih";"Dnipropetrovsk Region, Ukraine";"33.391843,47.910505"
"10355";"Rivne";"Rovno District, Ukraine";"26.251611,50.619898"
"10357";"Цярнопаль";"Цярнопальская вобласць, Украіна";"25.594763,49.553515"
"10358";"Ужгород";"Закарпатская область, Украина";"22.288774,48.625465"
"10363";"Черкассы";"Украина";"32.059759,49.444433"
"10365";"Черновцы";"Украина";"25.935216,48.291682"
"10366";"Мариуполь";"Донецкая область, Украина";"37.543363,47.097132"
"10367";"Мелитополь";"Запорожская область, Украина";"35.372871,46.84218"
"10368";"Чернобыль";"Киевская область, Украина";"30.211044,51.277847"
"10369";"Белая Церковь";"Киевская область, Украина";"30.117269,49.795806"
"10371";"Vienna";"State of Wien, Austria";"16.368796,48.202536"
"10373";"Инсбрук";"Тироль, Австрия";"11.391294,47.267994"
"10374";"Tirana";"Tirana County, Albania";"19.825145,41.322319"
"10376";"Брюссель";"Бельгия";"4.356084,50.844388"
"10377";"Льєж";"Провінція Льєж, Бельгія";"5.572492,50.645499"
"10378";"Албена";"Добричская область, Болгария";"28.080276,43.368745"
"10379";"Sofia";"Sofia City, Bulgaria";"23.324307,42.697177"
"10381";"Varna";"Varna Province, Bulgaria";"27.925227,43.206319"
"10382";"Габрово";"Габровская область, Болгария";"25.320561,42.887795"
"10383";"Dimitrovgrad";"Haskovo Province, Bulgaria";"25.591466,42.055996"
"10384";"Залатыя Пяскі";"Варненская вобласць, Балгарыя";"28.037426,43.287997"
"10385";"Пліскаў";"Плоўдзіўская вобласць, Балгарыя";"24.749098,42.135886"
"10386";"Сопот";"Пловдивская область, Болгария";"24.755009,42.653866"
"10388";"Абердин";"Область Абердин, Великобритания";"-2.102714,57.145475"
"10389";"Глазго";"Область Глазго, Великобритания";"-4.242527,55.857806"
"10390";"Dover";"Kent County, United Kingdom";"1.317739,51.125759"
"10391";"Кембридж";"Графство Кембриджшир, Великобритания";"0.111463,52.209795"
"10392";"Liverpool";"Merseyside County, United Kingdom";"-2.978427,53.410088"
"10393";"London";"United Kingdom";"-0.127201,51.506415"
"10394";"Манчестер";"Графство Большой Манчестер, Великобритания";"-2.248735,53.479589"
"10395";"Oxford";"Oxfordshire County, United Kingdom";"-1.190007,51.771905"
"10396";"Plymouth";"Devon County, United Kingdom";"-4.136625,50.376169"
"10397";"Edinburgh";"City of Edinburgh, United Kingdom";"-3.202763,55.954148"
"10398";"Будапешт";"Пешт, Венгрия";"19.055073,47.499715"
"10399";"Papa";"Veszprem County, Hungary";"17.469618,47.328329"
"10400";"Баден-Баден";"Баден-Вюртемберг, Германия";"8.240929,48.762656"
"10402";"Bonn";"North Rhine-Westphalia, Germany";"7.101856,50.732415"
"10403";"Бремен";"Вольный ганзейский город Бремен, Германия";"8.804685,53.075099"
"10405";"Ганновер";"Нижняя Саксония, Германия";"9.738142,52.372266"
"10407";"Dresden";"Saxony, Germany";"13.740801,51.053628"
"10408";"Dusseldorf";"North Rhine-Westphalia, Germany";"6.776037,51.215626"
"10410";"Leipzig";"Saxony, Germany";"12.385935,51.345199"
"10412";"Нюрнберг";"Свободное государство Бавария, Германия";"11.073488,49.454336"
"10417";"Potsdam";"Brandenburg, Germany";"13.047868,52.399506"
"10418";"Афины";"Аттика, Греция";"23.736427,37.976124"
"10419";"Ираклион";"Крит, Греция";"25.144204,35.341227"
"10423";"Rhodes";"South Aegean, Greece";"28.225677,36.448127"
"10425";"Copenhagen";"Denmark";"12.567557,55.675666"
"10426";"Dublin";"Dublin Region, Ireland";"-6.248268,53.348069"
"10427";"Белфаст";"Графство Антрим, Великобритания";"-5.934549,54.595335"
"10428";"Рейкьявик";"Хёвюдборгарсвайдид, Исландия";"-21.933985,64.147409"
"10429";"Барселона";"Каталония, Испания";"2.168713,41.385607"
"10430";"Valencia";"Valencian Community, Spain";"-0.376834,39.46899"
"10431";"Гвадалахара";"Кастилия-Ла-Манча, Испания";"-3.180943,40.495055"
"10433";"Картахена";"Провинция Мурсия, Испания";"-0.987985,37.606698"
"10435";"Madrid";"Community of Madrid, Spain";"-3.705766,40.420275"
"10437";"Малага";"Андалусия, Испания";"-4.420151,36.718319"
"10438";"Марбелья";"Андалусия, Испания";"-4.883511,36.508087"
"10440";"Seville";"Andalusia, Spain";"-6.001977,37.387885"
"10441";"Tenerife";"Canary Islands, Spain";"-16.565644,28.296055"
"10442";"Estepona";"Andalusia, Spain";"-5.145775,36.427433"
"10443";"Santa Cruz de Tenerife";"Canary Islands, Spain";"-16.263899,28.460775"
"10444";"Bologna";"Emilia-Romagna, Italy";"11.345174,44.504814"
"10445";"Rome";"Lazio, Italy";"12.495646,41.903219"
"10446";"Неаполь";"Кампания, Италия";"14.251754,40.83999"
"10447";"Генуя";"Лигурия, Италия";"8.938974,44.410384"
"10448";"Milan";"Lombardy, Italy";"9.181779,45.467956"
"10449";"Turin";"Piedmont, Italy";"7.704922,45.069677"
"10450";"Бриндизи";"Апулия, Италия";"17.940246,40.634694"
"10451";"Venice";"Veneto, Italy";"12.318157,45.438114"
"10452";"Верона";"Венето, Италия";"10.991552,45.438076"
"10453";"Кальяри";"Сардиния, Италия";"9.110534,39.214514"
"10454";"Капри";"Кампания, Италия";"14.241684,40.550136"
"10455";"Ливиньо";"Ломбардия, Италия";"10.137147,46.537625"
"10456";"Palermo";"Sicily, Italy";"13.361119,38.122069"
"10458";"Pisa";"Tuscany, Italy";"10.399455,43.70996"
"10459";"Rimini";"Emilia-Romagna, Italy";"12.57009,44.055404"
"10460";"San Remo";"Liguria, Italy";"7.775844,43.815788"
"10461";"Florence";"Tuscany, Italy";"11.254983,43.782364"
"10462";"Vaduz";"Liechtenstein";"9.521639,47.138787"
"10466";"Амстердам";"Северная Голландия, Нидерланды";"4.893276,52.373085"
"10467";"Осло";"Фюльке Осло, Норвегия";"10.749995,59.912287"
"10468";"Ню-Олесунн";"Норвегия";"12.239842,78.890908"
"10471";"Белосток";"Подляшское воеводство, Польша";"23.18267,53.140088"
"10472";"Warsaw";"Masovian Voivodeship, Poland";"21.010265,52.235576"
"10473";"Катовице";"Силезское воеводство, Польша";"19.031043,50.256408"
"10474";"Краков";"Малопольское воеводство, Польша";"19.932412,50.06045"
"10475";"Lodz";"Lodz Voivodeship, Poland";"19.474865,51.772307"
"10476";"P?ock";"Masovian Voivodeship, Poland";"19.706253,52.54346"
"10477";"Poznan";"Greater Poland Voivodeship, Poland";"16.938274,52.409467"
"10481";"Орта";"Азорские острова, Португалия";"-28.633503,38.529418"
"10487";"Бухарест";"Румыния";"26.102976,44.434288"
"10491";"Хапок";"Жылінскі край, Славакія";"19.602758,48.924216"
"10492";"Ljubljana";"Slovenia";"14.502815,46.050615"
"10493";"Хельсинки";"Уусимаа, Финляндия";"24.932642,60.171158"
"10495";"Аяччо";"Южная Корсика, Корсика, Франция";"8.734508,41.917216"
"10496";"Bordeaux";"Gironde, France";"-0.581048,44.836638"
"10497";"Брест";"Финистер, Франция";"-4.486573,48.390426"
"10498";"Dijon";"Cote-d Or, France";"5.042989,47.32698"
"10499";"Lyon";"Metropolis of Lyon, France";"4.828975,45.759388"
"10500";"Ницца";"Приморские Альпы, Франция";"7.277674,43.700276"
"10501";"Марсель";"Буш-дю-Рон, Франция";"5.371297,43.293364"
"10502";"Paris";"France";"2.341198,48.856929"
"10504";"Toulouse";"Haute-Garonne, France";"1.448686,43.605725"
"10505";"Шамони";"Верхняя Савойя, Франция";"6.871474,45.924976"
"10508";"Сплит";"Сплитско-Далматинская жупания, Хорватия";"16.442062,43.506964"
"10509";"Брно";"Южноморавский край, Чехия";"16.603678,49.197267"
"10511";"Prague";"Czech Republic";"14.433214,50.079079"
"10514";"Жэнева";"Кантон Жэнева, Швейцарыя";"6.142743,46.208326"
"10515";"Цюрих";"Кантон Цюрих, Швейцария";"8.539556,47.37707"
"10518";"Гётеборг";"Лен Вестра-Гёталанд, Швеция";"11.968219,57.70067"
"10520";"Лозанна";"Кантон Во, Швейцария";"6.632217,46.519595"
"10522";"Белград";"Округ Белград, Сербия";"20.463254,44.813099"
"10525";"Гибралтар";"Гибралтар";"-5.353258,36.145404"
"10526";"Кабул";"Афганистан";"69.125343,34.531546"
"10527";"Jessore";"Khulna Division, Bangladesh";"89.202816,23.163226"
"10528";"Рангпур";"Область Рангпур, Бангладеш";"89.251603,25.745358"
"10529";"Sylhet";"Sylhet Division, Bangladesh";"91.876759,24.896489"
"10530";"Dhaka";"Dhaka Division, Bangladesh";"90.399569,23.713228"
"10531";"Chittagong";"Chittagong Division, Bangladesh";"91.805882,22.341915"
"10543";"Даханг";"В'етнам";"108.220914,16.071378"
"10546";"Лангшон";"Провинция Лангшон, Вьетнам";"106.768473,21.855682"
"10547";"Nha Trang";"Kh?nh H?a Province, Vietnam";"109.190313,12.238815"
"10550";"Thanh Hoa";"Thanh H?a Province, Vietnam";"105.773265,19.825895"
"10552";"Hanoi";"Vietnam";"105.854616,21.028917"
"10553";"Ho Chi Minh";"Vietnam";"106.703246,10.778244"
"10554";"Аллахабад";"Уттар-Прадеш, Индия";"81.847176,25.436083"
"10555";"Ахмадабад";"Гуджарат, Индия";"72.581737,23.019295"
"10557";"Биканер";"Раджастхан, Индия";"73.311843,28.016507"
"10558";"Mumbai";"Maharashtra, India";"72.830274,18.930159"
"10561";"Гуна";"Мадхья-Прадеш, Индия";"77.3109,24.64643"
"10562";"Delhi";"India";"77.216891,28.634344"
